title,imdb_url,budget,genres,trailer_url
Jurassic Park,https://www.imdb.com/title/tt0107290/?ref_=chttp_t_143,50 million USD or more,"['Action', 'Adventure', 'Sci-Fi']",No video found
Ran,https://www.imdb.com/title/tt0089881/?ref_=chttp_t_144,10-25 million USD,"['Action', 'Drama', 'War']",https://imdb-video.media-imdb.com/vi3567629593/1434659607842-pgv4ql-1563512641226.mp4?Expires=1713549863&Signature=MIAgaV9XRFRvsoJe3k8MXtgX1Ly23dc~BG~W1oU5HncoQgV5tWf1CsFrJKmCIxDL7EaAiCNYT7~1BgJKiWFHqlgAPUgOnTIOGDDiGvm0bPGsmGUleUcwYuHLyvsz~dER05VjD4B4Jz0hBA3IgJsK-Wpv1H8S3iGuwFAdsGlAqOAlUqn0B9iYSsrYCT7~drJQNIhEk3b3QnHICo2GRv2JMo-ScBVQT7QQFYf40nrTJYyfZVtXBVzpbakjUHfl9H4RH~QVgWAiflVR4~lYQ0e~uwnbUXDWHSmj9TMvWRFOu4m2tCxldN~kklokUnwug8Z~BuhOkC0i-QDKiE5Ixr8bOw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Sixth Sense,https://www.imdb.com/title/tt0167404/?ref_=chttp_t_145,25-50 million USD,"['Drama', 'Mystery', 'Thriller']",https://imdb-video.media-imdb.com/vi1906613529/1434659607842-pgv4ql-1563536168631.mp4?Expires=1713549582&Signature=XBBq8EYspZc8RdKNDn3B~juao5XLQacsheVKWV9Ww~VyzSnZkE6TZabTZHKqKcpc8hkNtmSk4cVfWuB633CbSSBxPhbc0pMCB8N~h1Go6b1rPbM~FSWTddeUQdhH1xE~5lfGyjNwnvZhPhWRtChUHHJgEdgGjqtkG82CAIqftx3Ccvt5-5W1s2FPziCgWGY6sQPEYah3dgYcxAyQkGq34X~Or---lWQLlGOLySg-GcBPv61Tz99KXOsDulEwB1IP~v7AOp5ukq1PMHYL7L12h4QzkTHqNlV8PjZIP1d1XG-RjCnS9WBqyspf5rBC6NH8lAysu7RroObrQE~l88b8rQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Pan's Labyrinth,https://www.imdb.com/title/tt0457430/?ref_=chttp_t_146,10-25 million USD,"['Drama', 'Fantasy', 'War']",No video found
Unforgiven,https://www.imdb.com/title/tt0105695/?ref_=chttp_t_147,10-25 million USD,"['Drama', 'Western']",https://imdb-video.media-imdb.com/vi3445406489/1434659607842-pgv4ql-1536964844984.mp4?Expires=1713549997&Signature=Lel1fmAxDIW1Y8pHLs9JoQ2EKDMejCwFRuiBWaRacx85rPkfG~8yY5OpS9HJRgJctualj~o0uObcd1OCzqD8GO56q~SutENG3lBJpvjza~HxEyYAeThDhSOmME9EpPIvFjiETFLo53oc15sbbHrh4O1CfdzJsqi4c-zKqNScMA2vDky8yy4eInM0ZrhDtFd6bV-cK7aVAkiwHIY~Iuyrw7KPLcExOzPNM6En2UvahdA9Mlzzag6GSm2ryIl2DJPBKI-X6foW-rlHQVphnRG1iCGiRJ0LCI~Bi1ujWTACHg1FdY7tosSQX1vGPJMPwd6iwIViZBXQWL0LEet7Z6u~rg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
No Country for Old Men,https://www.imdb.com/title/tt0477348/?ref_=chttp_t_148,25-50 million USD,"['Crime', 'Drama', 'Thriller']",https://imdb-video.media-imdb.com/vi145883417/1434659607842-pgv4ql-1616202385799.mp4?Expires=1713549783&Signature=V8r36ggw5RYTj6x4lxdgJy-Jl9Qsa3MsLzu0U0VkIPkUNB7zFLx4CuaSNA7Y2ukAdR8qN43YQ7DClH~J33o6K92~jmvF~AQKv-DVfe4rmJXZJncuijH4IrAgAtb0Vy5X6qoPdtepKFm47f22UuPwsV96F7hVL7tAuz0g9kskbEZuqarxm5VR8FyUEss8Q7gmkoXzyqRN~c2oY6pfdFQVoa1A~G4xa95fs8MiirKV33gDh070c8cVWwsLeZmv3yfXzoiEbeNAlxUqrg~C~VO0NMHTrFylCxwsxWgrikWOs5JgQNA77Wafw9YCzjyGsoR7A~yjWe-CvrtiTPd6OV4dCA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
A Beautiful Mind,https://www.imdb.com/title/tt0268978/?ref_=chttp_t_149,50 million USD or more,"['Biography', 'Drama', 'Mystery']",No video found
The Thing,https://www.imdb.com/title/tt0084787/?ref_=chttp_t_150,10-25 million USD,"['Horror', 'Mystery', 'Sci-Fi']",https://imdb-video.media-imdb.com/vi2298151193/1434659607842-pgv4ql-1564011064429.mp4?Expires=1713550002&Signature=KvQu~B65sxTf~5IHZ9UK5DKgeY6yEjrA1ydDEh6OAEPmx2-~IqZCW3eL4a6uyCmfyE05UQbMzyOoEylaiaJnlZsNoRJF3TGI4ifIDdIMXvQ60q-nFrnI6GYXdTYndN6ujf9UH4uXUZIBo0fFFAW13QNawhgePn2l0rHt5rmip68cMxpEe8PTN4rP-pG49BY1nyWOM23aPVxTzHvB6mGDRwqhR9ZYMnSebd97ppyJZfbhAZezK6P7CwkgxEvMbvhu5wTaT8S3YlCyevHLuSvvPF0HK16gCqGzaOS~qasm~Nc9KJ~ZdYWtViVDq8B15OM2Zy~Wn1PewAFnFE2NpBw~EQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Treasure of the Sierra Madre,https://www.imdb.com/title/tt0040897/?ref_=chttp_t_151,1-10 million USD,"['Adventure', 'Drama', 'Western']",No video found
Kill Bill: Vol. 1,https://www.imdb.com/title/tt0266697/?ref_=chttp_t_152,25-50 million USD,"['Action', 'Crime', 'Thriller']",https://imdb-video.media-imdb.com/vi3102711321/1434659607842-pgv4ql-1563436317339.mp4?Expires=1713549228&Signature=ZvkGkmNBNvLCvBgJkBel4upMGYY4lsQSgLplohaiRlGUnNpFnSLiTetm~bV8r3wjGeQQ1z-wDT472fgGdmZW-5uaE8zYNMt7498TyUgW7P7~l6vEtSLi6wtzWSq-h0WO3iZCooxetzZSgOrXskDqEE4WqlzpDngFMj511jnxXe4lQtSF5en3L~xtveroXVi5nFudKK9iIATy1UDRW9IfNx5uzBTpDNOPk9RJk0fNYYU~KdhkjnIsohZzopl2shjOnNPWO5GwIYqtDxzBe6-DYrfuDws0Q84OCiO2cx2RP2aosVTPz2CuMCokSthVpQPnH8eu~PRK-qWZ-1F04gX2MA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Yojimbo,https://www.imdb.com/title/tt0055630/?ref_=chttp_t_153,,"['Action', 'Drama', 'Thriller']",No video found
Monty Python and the Holy Grail,https://www.imdb.com/title/tt0071853/?ref_=chttp_t_154,under 1 million USD,"['Adventure', 'Comedy', 'Fantasy']",https://imdb-video.media-imdb.com/vi3159408409/1434659607842-pgv4ql-1580301576149.mp4?Expires=1713549807&Signature=i3XiLRMJHV18EYZBYMI2ASrk8j5lyf34vnh7~dHdCPq1TxamT3yjoiOwoe7d8nG2R0w~K1gHvT5~AqyaptQK6EzwJo0ZaCaLO6L1axmEmDOEiRt9pQGMjIPwfV~ZQDqO7IhDdfiYo0AgLV1OKpNqRWk~906xX3qc9UWaQILWlfGRMuou6VmHbh2rubBxuVqqS8G~fah5tork5ZoeRZa~W6oCBQCO2TSv5NSpdiGH8MzVHbk5pmQmr22iPVaF~i03vbfc6A6Y3MxqY6YGz3E~-npVuR-P5rAENY9aUXH5z2GMrg8d1ZGaszCZVzMwOF0QrILtBQ2ol-8MQrbEUN1ATg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Great Escape,https://www.imdb.com/title/tt0057115/?ref_=chttp_t_155,1-10 million USD,"['Adventure', 'Drama', 'Thriller']",https://imdb-video.media-imdb.com/vi1687470617/1434659607842-pgv4ql-1651020034602.mp4?Expires=1713550021&Signature=AOZr1fZaeJRooimnwBZoU3wVCM4AcnkgzTnSS~7n6DsztxSSJK7L3OMYpiHw8rh5jAqY7RdUXHFNk7zeTzPK-naz-vN4alU8ftwoNTz60IgE9cCkR5lrpPWf9Zsa52kNuKkgHmaq7rJvjanINSpCstPYBBPpvknIgG5fW8BwqQfdVJFWh814FaS0of8t~c83grQeYIweOVXgiYatwZfT9Sdl4WdXe7eoSUqQOkFj4BNZGGP4TVzbqERmkY4jdM-0ZbgMCN86UJ81bQfuNhfD4kwjGHAwPwsri8Gt5QDP0eeVuVqJrdd99U96zeO8z779Vie7Mubmcyi0fv1Z5z-nOA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Finding Nemo,https://www.imdb.com/title/tt0266543/?ref_=chttp_t_156,50 million USD or more,"['Animation', 'Adventure', 'Comedy']",https://imdb-video.media-imdb.com/vi2687214105/MV5BMjE3ODI4NDgzMF5BMTFeQW1wNF5BbWU3MDY5OTE0ODc@.mp4?Expires=1713550024&Signature=s-~jh6EjnkHPPOSLQ4YBTj0RArxrLWjn7aIBIMT0ODftq4ePacoc8zVYDwGfymQ7NOWqF2kUAVT-vifq7dTqa3xOZeDYh7PT9teapMsNrojy4hP-uRpWCw0HdyH~buTiIXW7ka4irrpiT~PA~Mls51~anuzKsSSZXjzSSYKJlVhvG4ukYehpSXZT7aV3nva4J0ok0661xH1fJzdlT5kzTImBPdKtym7kYz3N9IVdI1uZX0R5RSgbEiO~DX~BP~aKqYwe4dWDxFcC9k3G9R6hw59XfDgWzpRUldqiiHINrQ1fKX35VLVzfhjfY7INXzi5kHvN8xnEfYS4OBz2MKUqmQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Rashomon,https://www.imdb.com/title/tt0042876/?ref_=chttp_t_157,under 1 million USD,"['Crime', 'Drama', 'Mystery']",No video found
Prisoners,https://www.imdb.com/title/tt1392214/?ref_=chttp_t_158,25-50 million USD,"['Crime', 'Drama', 'Mystery']",https://imdb-video.media-imdb.com/vi3294275865/1434659607842-pgv4ql-1616202360042.mp4?Expires=1713549227&Signature=D5ow6cO0pfZIQDhmzEJAtP6Q15JMtQBRu1ZYcRDpTQVHirhfR6st6Srv6kK-vY~nX6MAchT9KvwawFstk2ZFU9YUVMc4wUax5CBOj--1luRZPWaNQzkNgf8t4uH1w493y3bVPUmKOAiN2Ji9-HFZ5GLKb-rBv5w2NdKl3YhDy5XC2X1cD1MkSsvI-7aEaDMLVeG14KfuJ9ccFSTOdHjGSVeX5BFr6b4l4PUnm9cbJs4TNxtPzeAkLUEjLVsGF1~VPB7cwT3N9O6DBOx2tgqhG3vsfX61uJVe5XzdP~BGWszU1IbHcZbMylNTC0X2Q05gaFVQjjMGaI8j2J3gC6AFmQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Howl's Moving Castle,https://www.imdb.com/title/tt0347149/?ref_=chttp_t_159,10-25 million USD,"['Animation', 'Adventure', 'Family']",No video found
The Elephant Man,https://www.imdb.com/title/tt0080678/?ref_=chttp_t_160,1-10 million USD,"['Biography', 'Drama']",No video found
Chinatown,https://www.imdb.com/title/tt0071315/?ref_=chttp_t_161,1-10 million USD,"['Drama', 'Mystery', 'Thriller']",https://imdb-video.media-imdb.com/vi1220411673/1434659607842-pgv4ql-1563432895396.mp4?Expires=1713549417&Signature=CbhWi-SlUG69jKMNPzTHXfIwm1GqWCUM9K41SrKIPT3AWnBhwuJBQHtSuLrQY7zzzZlS8YOd633UPSbQ0xjvJy6rnnzkWCwFYwXcd6xbXRyqeh6ueO3LYJMR4sD5QJB7GYlA~fMcQq9UHmnnDxPqmslIAiArtX0rKZWA93ZCFyJi6Cii3uUYtbBlNHH-2gsk1YmodEB10o1xAT42gzV~xnEK7FDp54z7MSpydaVRjxGi2BDj68HdUeg13Q6kJn5Zi2wV8p9hdbhi~aQrjFTw6HYUhaZVsp1f6IPoSDFx6Kj5uCwIUdKYquZwa6I1U1bRaF9mpDpCRzJ8v0qoHvTmOw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Dial M for Murder,https://www.imdb.com/title/tt0046912/?ref_=chttp_t_162,1-10 million USD,"['Crime', 'Thriller']",https://imdb-video.media-imdb.com/vi3634430233/1434659607842-pgv4ql-1563666268543.mp4?Expires=1713550040&Signature=LcCPas4~5lZrcZRynK25WVM1FUb3exzNG~gthAX0ABdN42Q9Qsd9z2bcVsXWw-4oCWQx9uvB1Tw7o5B4K2lzfUfgVp~Yr~r~Z-aoNTRJzIW-jSwCEJksTRm4VHeLdUj7SefYw7L-v23jBg8GJK5vG-1JI~iJJ4SOJn4~3T0iXmL9pq5Bx-recG7-mWUxGCbeiJ7dbtnOFn23w9SjSEfOAUpawB8OVqOgflO~hghujlVFBBS0OOwCK6oiUC7qXurjs1Dzmv9AOg-puTtZIcsFS78a~RqmrD3jCIb-RNSRazpNYHuUikT2Zc4uwMb1GGONTbJ5c-ka9mNAhzkQxtYiFQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Gone with the Wind,https://www.imdb.com/title/tt0031381/?ref_=chttp_t_163,1-10 million USD,"['Drama', 'Romance', 'War']",No video found
V for Vendetta,https://www.imdb.com/title/tt0434409/?ref_=chttp_t_164,50 million USD or more,"['Action', 'Drama', 'Sci-Fi']",https://imdb-video.media-imdb.com/vi4276093209/1434659607842-pgv4ql-1564222183608.mp4?Expires=1713549770&Signature=nCA-wcUIgiN5PTq6~Fh1jGqrGLV~or4voUPayKQ7JsSwgwzyuJIspDDbnsgbgGt7fsPXnSxbeC0woW9GVBt4Xjz3rSDj6m1LKwUiffqSR8QWuRDQTm--dxIH-vuwnlEqv1X3P0V1V8JtBQmn8-Rs2D5Fj8PpML~xrKAbmapA8T~aKk4Lk~9xRVQN8p-6fhEjs8lsk8zGcSvpDZL-nSI7iYPg8ln2cnbTuB9zXUTAImCtKHlg3bPCmxHGrAQb1o3JcLLfDU14Yy56O02bZcue7HCjm-FFzUNxGKq7e0V~1Q69Esc8Mai18Rg6S--pStLkWv5LNhhS4EG7SJGHHyjORA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
"Lock, Stock and Two Smoking Barrels",https://www.imdb.com/title/tt0120735/?ref_=chttp_t_165,under 1 million USD,"['Action', 'Comedy', 'Crime']",https://m.media-amazon.com/images/S/al-na-9d5791cf-3faf/f522ac1b-0104-44aa-b901-9ebb7bc04ebd.mp4/mp4_750Kbs_30fps_48khz_192Kbs_432p_H264_high.mp4?c=589712142069096515&a=577869657213119227&d=15.015&br=794&w=768&h=432&ct=1014%2C1020&ca=-
The Secret in Their Eyes,https://www.imdb.com/title/tt1305806/?ref_=chttp_t_166,1-10 million USD,"['Drama', 'Mystery', 'Romance']",https://imdb-video.media-imdb.com/vi100645401/1434659607842-pgv4ql-1542218588675.mp4?Expires=1713549651&Signature=VEqIVS0Z2hfOV0KFWUYtyIJmb-05ANAfMhd3HAv2wqKZXvY9S3-UJldpsoI9R~1Ae5qypkWbiMC3wlh~eG0g34Pr-FydZ~eL78YpTNnjj-DN0yQ31px~DQJe-ACfx2uKV8xE5UYcUa9b5uR5uvFjFC5Iwz1mYlMc15Dj6Qpjn6-Tx6bCAzRVYmjF837CzmZfHosXG9UWuxImmZkgBbWMwZq~jxW7Peje~KVEzXDtYGp6HTGH4-scA7fJWUrJrvzmCtzmv358x879DeOhd06S8GbYw900~SBM04xUy2yZkgiv3LGmQjU7gRSg2JdJ7lFJybG4mCjgQu2bmBnmbmHfDA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Inside Out,https://www.imdb.com/title/tt2096673/?ref_=chttp_t_167,50 million USD or more,"['Animation', 'Adventure', 'Comedy']",https://imdb-video.media-imdb.com/vi203730969/1401497881123-xszl4z-1433806759893.mp4?Expires=1713550090&Signature=aoX-wbK-x3zQXZqMXW8ncrxMjFJcGC8drT793PnhWQkM3GvV991foVS91MaJ~oj8plTCZnVv5jHVkZLWg3s38KkUT6gy9EI6qP7~xWuNrJGJjDzl5HAHGaCneXY4TU4-e-7WspujFrBubuQIXZajnkLs5rk4VWaUa5EM4lEMcE7nhLW5QA2IOwMQOKOYE6VyChtrUIpfwFvJ0DLQ6Z5HKCWg3P4FK8VInZKoMv6e9vFNUbjvst~MiylX6gIvvrkDB0qhKcvBOQjLVDROBULl5wjlaXvzwX-Vy55xttWqpNikkG6eI80ZZseoiwmGIJhAz6Y10V3k2hOSNG~OwV4m9g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Raging Bull,https://www.imdb.com/title/tt0081398/?ref_=chttp_t_168,10-25 million USD,"['Biography', 'Drama', 'Sport']",No video found
"Three Billboards Outside Ebbing, Missouri",https://www.imdb.com/title/tt5027774/?ref_=chttp_t_169,10-25 million USD,"['Comedy', 'Crime', 'Drama']",https://imdb-video.media-imdb.com/vi3585980441/1434659607842-pgv4ql-1511221571104.mp4?Expires=1713549556&Signature=bPEhOjOJAMgiU7RTr3HY9IlRmksiQUClM1w9bkWGfEdTuHbyL5J1dHcfC5vSWd2NKynliWMAmDN-8eHqmJEAHtOUjRn-sVRWHYqPlpolujJwP2RD022wak~yO4gLUNvwfFV58jYnA9u4x0ibx~Zsstm1ut8gmw6078kJj25A-8URG4g2Abq6H7ksxKNSLw7y4cJl1jtzEE~JZL3p43QQb-Q~2x0aCIPrSB578sJKols1Ox9nXWL4rBueRigCWrepjCKJBIq9tvjtO6g3SEvTiBcowYh5x2XXQwQm9XFcHzpMbXFirSdeu2f2sf1IHgTSEmqLpsNbA085EgBhFn4wMQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Trainspotting,https://www.imdb.com/title/tt0117951/?ref_=chttp_t_170,1-10 million USD,['Drama'],https://imdb-video.media-imdb.com/vi2148899865/1434659607842-pgv4ql-1563537012853.mp4?Expires=1713550095&Signature=bEUvfRuolJYyrQ1XE-SicNpixYyVNVoa4nuMJcd8x7mRLFg-x2pXVbbDEouKC07RJ~DjlKJleWCENn0qGtz3wqEg-xV8fopbLAOeoviIvcP8G69QBTQ~JGJQ2VhtE20OCql1thPnuhlpRKCw30MwzBWt6kiba4MhxQH3oALgIydicrWRBhA0~6QYSSJpx~8xhrvpwzkqsm7~~5AUcp09BSu9xpIXB3AXf-0MEoJrTIQJr3DK0Pk6pmmMFGoSE-pXpFSDF2ykLMgGSsxTscSBHDLYPk6rJnrzPDZHBHeo9EDtYvbJ7jkI34qMV~3CP~B2ro9fuOzjQa2l33YNnZZGbA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Bridge on the River Kwai,https://www.imdb.com/title/tt0050212/?ref_=chttp_t_171,1-10 million USD,"['Adventure', 'Drama', 'War']",https://imdb-video.media-imdb.com/vi1900740633/1434659607842-pgv4ql-1616199235894.mp4?Expires=1713550131&Signature=OV3fZgXr20ht9HbdVoLhGs-8zCeGMdzShioEDT3S62~6vSEUVFzXL3wCWdWB4XdTbdoy8yW32KUuPAfwL7X3XCnv0wEaR3Qpdsa2pFKikLcVZFC7bE8ujPdvrpklqIB-5pB8aY3AJSZUCWMFNmj9iIU~fBxVcGT-QfDR6aKCWdRVvWTPKiHdJZeTWvmPPHXztfo7eL57S3jITCAbsUWcdFYIt4~nzWKp2xttNe2oZ8Q8oDTt7Tf1Qv0nB67~hjm6g61iMIGs9oavH2-wum-wzkQz4g66ft~8TWdcodr4uA7MRfFnGFX6GzarpD7FhLvfo2VRqM73I4BxOpduVXgmqQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Spider-Man: No Way Home,https://www.imdb.com/title/tt10872600/?ref_=chttp_t_172,50 million USD or more,"['Action', 'Adventure', 'Fantasy']",No video found
Fargo,https://www.imdb.com/title/tt0116282/?ref_=chttp_t_173,1-10 million USD,"['Crime', 'Thriller']",https://imdb-video.media-imdb.com/vi2228618777/1434659607842-pgv4ql-1563907037652.mp4?Expires=1713549592&Signature=TPEAKB8SsCyaDp8F2Gb3REBKmHHZYGEIdVLIP666uQsqsteKfEkeGmBqVOePpyi9~nTF3LLjoyYxybVWbro8S4wsu7T~O-gY5XdPDQ7IODgX2Zc~rX3ibrKagzVCKdyh1axW1t2W~TvJAQiN1nptcDW0QrZEKwhh0g8~uU9SC50zzJGt3xnSiI29-eM~qyCe9dVixQkHzKcmWkzLmGcxW8YNgQp2vC6tS-Q0X6hNQ88wCgtIyga16~lW3OItMExKHQ0KPzohy2fEuMrXIOiUI090-MLa9FhCP0zXqpgTf8HrnB~~dJfDGhtc~YrzCBygsEHinI9iWJMRK9SazkLd0w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Klaus,https://www.imdb.com/title/tt4729430/?ref_=chttp_t_174,25-50 million USD,"['Animation', 'Adventure', 'Comedy']",No video found
Catch Me If You Can,https://www.imdb.com/title/tt0264464/?ref_=chttp_t_175,50 million USD or more,"['Biography', 'Crime', 'Drama']",https://imdb-video.media-imdb.com/vi1220346137/1434659607842-pgv4ql-1563437830680.mp4?Expires=1713549740&Signature=bDrIEPAZgOFPW21u8lINo9YTmlJwiPn5XkLdds~l8euUWVEQUNKxsUxA-Bi-Tl433Ge4k~83wnS6dDb0zllOangTtfKRMf67zf9aGDtIQ083DqzHEXdNzx~9Mb3vvoOS3Zs0m0aLF50-AfjUNF0JBSbPVipVt8q-HdgTQie9Dn42-RPqre-0bOny8ktwwRx34Km2~mAyW6TO67rTpoDLXxLj-MfKM3X0RX2uIep-vufa3P~1OxKnUXTClZA-TfPjKYYWVGwVTJq5NulEZhJGO3mTPk98coA58YnBdW198gukdjJQSeYSRrrqrLKgDVoEv5FlyfBmhFU4sTeU5ij5qw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Warrior,https://www.imdb.com/title/tt1291584/?ref_=chttp_t_176,25-50 million USD,"['Action', 'Drama', 'Sport']",No video found
Godzilla Minus One,https://www.imdb.com/title/tt23289160/?ref_=chttp_t_177,10-25 million USD,"['Action', 'Adventure', 'Drama']",https://imdb-video.media-imdb.com/vi3157903129/1434659607842-pgv4ql-1699021324708.mp4?Expires=1713549772&Signature=sB3JKGZV2W9mYE09Jjlu2xpC-yyuIUNJBM3fK~wqRn0~Agq0dGMNnCtYyiamw2SsCpkIZRjs7gQMgMlpA9d3fr2JFOTS-q8qtxbL00onbgap6nmYO55w210nqR6FTwZT5Pil0jZ-mxThVmenGXhSRRLiA4tClkEAP7isYrHdUEWHkcEQWS5lXTImnInFfq~gJ2CAuUivQdhCu~9SfniNeJMM6ig1-9qtSH87Ehss3MBjEEVkqdGmbX-x7u-yGeegsEOTfou7HBzODdRVwPXNKIjpZdE7~z3YSah-qAG4n0xm-owOFlG0xQ3MQkhtpiHuxY5vhVehtUaI7MRyrBJPrg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Gran Torino,https://www.imdb.com/title/tt1205489/?ref_=chttp_t_178,25-50 million USD,['Drama'],https://imdb-video.media-imdb.com/vi517604121/1434659607842-pgv4ql-1616202746840.mp4?Expires=1713550149&Signature=j-bvVkyuMpQsuNfA1cePD3I-BDVO1Y1n9CYSHI6Ft3Og2iocicNVMelZRUNLClZdrD~V70idx8~hDzLjdceXz0eSao6GJR1ULG6S7OB-0Gs1R11v6L2X3Ixz9D~KSpN5YXJSdB0SRdTkd4pVki6fseszaoE3tz~vAIY~3rVHO3yYou1wop7fd7zBfRbarfnSeqcXwPr5PyTIGAKTUhsucj3umV0~XoksWmw4eoDQPvg5yDA1gt8Kq0K5ryUNxMyOKrLsgmjI8xUiay7rWR6WrtvFUpqeUBJDolCoAFlId~q5REHDfZgXTz5TRbsYoU0Y~Y4otNEfwaOo3PFksizGMg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
My Neighbor Totoro,https://www.imdb.com/title/tt0096283/?ref_=chttp_t_179,1-10 million USD,"['Animation', 'Comedy', 'Family']",No video found
Million Dollar Baby,https://www.imdb.com/title/tt0405159/?ref_=chttp_t_180,25-50 million USD,"['Drama', 'Sport']",No video found
Harry Potter and the Deathly Hallows: Part 2,https://www.imdb.com/title/tt1201607/?ref_=chttp_t_181,50 million USD or more,"['Adventure', 'Family', 'Fantasy']",No video found
Children of Heaven,https://www.imdb.com/title/tt0118849/?ref_=chttp_t_182,under 1 million USD,"['Drama', 'Family', 'Sport']",No video found
12 Years a Slave,https://www.imdb.com/title/tt2024544/?ref_=chttp_t_183,10-25 million USD,"['Biography', 'Drama', 'History']",https://imdb-video.media-imdb.com/vi302032921/1434659607842-pgv4ql-1616202536163.mp4?Expires=1713549370&Signature=GVC1og63w1o5GSBmHB4iJ3d2CzP5FsQdcBMHd~8oqsLMfUUVO7cqkGUrXhn6O1r6l625c~~gPDecTBH7E7yJWp0aG4V6ZCEqWSUiig1FIiThkof3uJh4pOxNaxT48cenJRGvSB-E2aq8H35yloIKyPQNC7VxcpOE4jrnbABeX4pi0-sWKVVqrM68cQrgGnqx79y9pLwUBRa4cwTP7wzOgLzhBO0Bmz1p9rDt5VlAQ61cVpcerwW9URlfeOL-89ZCR96ZPV1CnIEkfzX1ilI3ujn6zVT9rVx-xzz27A-LOcTh7LtE-B1sozRvN4VhbFzSAUQNEvNYQeMJ-5~JN7e3vQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Blade Runner,https://www.imdb.com/title/tt0083658/?ref_=chttp_t_184,25-50 million USD,"['Action', 'Drama', 'Sci-Fi']",No video found
Before Sunrise,https://www.imdb.com/title/tt0112471/?ref_=chttp_t_185,1-10 million USD,"['Drama', 'Romance']",https://imdb-video.media-imdb.com/vi2797142297/1434659607842-pgv4ql-1563503953936.mp4?Expires=1713549738&Signature=LPxmdDtcdRQk-cmq9kTQWIqcG5vRZEHktET1hlMvLpmrbNEaUntAfTTXAyMSAnda-IHaWwcB-Ooml6J5JIJbrqkqXRuz-hzHpx3NIPshJy-lEcqNq3-mLuGK-RThwhtgK5rHCi~eWVrYIvMP9ZfCI7nJP746vE7HXQJvAjFrIztPqUaTrEQMcLBqOJ-wyCfDrToshlhNS9TLqwqRIROPnm612GNx4XeIyTiH1~Tq8naQ3O8L-8gdnm5~NqJLrJf21RfmvUnmj6plHgq-JI4XFD9qQgXwI8F7CKpIvmjpuAq8YK1YFxPC0Z90fhsB2tZr-90XpYJWlSaeUn~Qv1hWPA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Ben-Hur,https://www.imdb.com/title/tt0052618/?ref_=chttp_t_186,10-25 million USD,"['Adventure', 'Drama']",https://imdb-video.media-imdb.com/vi1269283609/1434659607842-pgv4ql-1563926490521.mp4?Expires=1713549726&Signature=OzQQ0Td~GZYik~X3Z1Wst3BcTRFcjO70zRWnC04lx3y69DbFb0KOAD6YhZgVa5A8RD8KH1oNdcpJ4x33dZBYFLRcATh6oQlj74OuqF36vKpQVZv-CmtapqJ4PdGZrxP0c9JCqVIU8tX57O9Net96Nbw82TsAZXmEOj91tOaqsSIWDhukGnG8YfmTdw2uCzbHQMBkn4UCvaU0g~yPLBvpvlW1QYIiCxa6RCvoi3MqOLhyLxHzlRytPmdaR1rDSbXOZEkISWVC1MpxjgZgOBvbPueUACAjbtn3UpgKFzI53f73Gkam4lQBQ5VCZ14P3KsNhkKKgf1fGGXJTQz6WrxfGw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
